head,tail,relation,edge_direction,evidence_count,mean_confidence,max_confidence,edge_score,evidence
Letizia,Roswitha,enemy_rival,undirected,2,0.986806665,0.98693013,1.0841179287085947,"Shortly before Georgine, Detlinde and their Lanzenave allies launch their insurrection, they abduct and imprison Roswitha to isolate Letizia and make her easier to manipulate for their plans. | Initially she is kept, so she can be shipped to Lanzenave, but after Letizia is captured too, Detlinde decides that Roswitha's moaning in pain is ""too loud"" and has Leonzio kill her and present her feystone to the horrified girl she once served as a mother figure."
Rasantark,Werdekraf's Elder Brother,family,undirected,2,0.986765355,0.98712176,1.0840725450349498,"He is the father of Reginald with his first wife , Kenntrips with his second wife, and Rasantark with his third wife. | Infobox field family/Son: Reginald Kenntrips Rasantark"
Wilfried,Oswald,service_retainer,directed,2,0.98674885,0.9872357,1.0840544124391254,"Oswald - Wilfried's former head attendant. | Following the purge of the former Veronica faction, to the public Oswald resigned of his own volition to not give the Leisegangs an opening to exploit against his now former lord, but in truth it was an order from Aub Ehrenfest, with the lie serving both to protect Wilfried from the truth and allow Oswald a more graceful end to his service than being fired."
Gieselfried,Letizia's Brother,family,undirected,2,0.9867366,0.9888482,1.0840409544385892,Infobox field family/Grandfather: Gieselfried (Deceased) | Infobox field family/Grandmother: Gieselfried's First Wife (Deceased)
God of Darkness,Schutzaria,family,undirected,2,0.9867140750000001,0.98948985,1.084016208196787,Infobox field family/Daughter: Flutrane Schutzaria Geduldh | Infobox field family/Father: God of Darkness
Leonzio,Roswitha,enemy_rival,undirected,2,0.98668768,0.98736006,1.0839872103254276,"At the start of the Lanzenave invasion, she was murdered by Detlinde and Leonzio using an Instant-Death potion. | Initially she is kept, so she can be shipped to Lanzenave, but after Letizia is captured too, Detlinde decides that Roswitha's moaning in pain is ""too loud"" and has Leonzio kill her and present her feystone to the horrified girl she once served as a mother figure."
Waldifried,Hortensia,service_retainer,directed,2,0.98655683,0.98783886,1.0838434569074553,"After his death, his loyal retainer Hortensia, who was taken in by the third prince, was put in charge of cleaning up Waldifried's villa while the war still raged on. | *Hortensia - A former Klassenberg noble in charge of overseeing Waldifried's governmental documents and the bookshelves in his villa."
Arthur,Trauerqual,service_retainer,directed,2,0.9864744000000001,0.9866405,1.0837528982965006,"Following the abdication of Trauerqual from the position of Zent and his entire family moving to the newly created duchy of Blumenfeld, it is unknown whether he moved to Blumenfeld and continued to serve Hildebrand as an archduke candidate or if he was dismissed as a retainer as his lord was exploited by Raublut. | Originally born in Gilessenmeyer, Arthur managed to become a Sovereign Noble under the rule of Zent Trauerqual and was eventually assigned to be the head attendant of the Zent's third son, Prince Hildebrand."
Matthias,Veronica,family,undirected,2,0.98643413,0.98685676,1.0837086571796357,"His parents belonged to the former Veronica faction. | As the youngest son of Giebe Gerlach, Matthias was born into the former Veronica faction."
Bezewanst,Gabriele,family,undirected,2,0.9864148500000001,0.9883585,1.0836874759347104,Infobox field family/Mother: Gabriele | Infobox field family/Son: Bezewanst (Deceased) Unnamed Son
Barthold,Sylvester,enemy_rival,undirected,2,0.9864012,0.9870575,1.08367247987697,"His own decision to join Wilfried is partially fuelled by this same hated for the Leisegangs, and an even bigger hatred for Sylvester. | He is practically a worshipper of Veronica, and as such, has a very strong dislike of Sylvester for imprisoning her."
Jenni,Bezewanst,service_retainer,directed,2,0.98639833,0.98660856,1.0836693268597013,"Jenni (イェンニ, Ienni) was one of High Bishop Bezewanst's attendants. | Infobox field occupation: Bezewanst's Attendant"
Leonzio,Letizia,enemy_rival,undirected,2,0.986364095,0.98740005,1.083631715867999,She was killed by Leonzio at the behest of Detlinde during their insurrection. | When Ferdinand was poison by Letizia using Leonzio toys.
Lothar,Ferdinand,service_retainer,directed,2,0.9863425,0.9876151,1.0836079913356251,He previously served Hartmut and Ferdinand as a Temple attendant. | Infobox field occupation: Gray Priest Melchior's Attendant Hartmut's Attendant (Former) Ferdinand's Attendant (Former) }}
Aurelia,Nikolaus,family,undirected,2,0.98634237,0.9892714,1.0836078485160276,"Infobox field family/Sister: Rozemyne (Half-Sister) Aurelia (Half-Sister, In-Law) | Infobox field family/Brother: Eckhart (In-Law) Cornelius (In-Law) Nikolaus (In-Law)"
Ferdinand,Irmhilde,family,undirected,2,0.98633158,0.9882881,1.083595994489433,Infobox field family/Aunt: Irmhilde (Deceased) Valamarlene (Deceased) | Ferdinand was able to escape the villa and find safety in Ehrenfest under the care of Adelbert and his half-sister Irmhilde.
Rauchelstra,Schubankheit,family,undirected,2,0.98623982,0.98775804,1.0834951858258246,Infobox field family/Relatives: Descendant of Rauchelstra | He was descendant of Zent Rauchelstra.
Ferdinand,Florencia,family,undirected,2,0.98622447,0.9895175,1.0834783221271935,Infobox field family/Sister: Florencia (In-Law) Georgine (Half-Sister) Constanze (Half-Sister) | Infobox field family/Brother: Aub Frenbeltag Ferdinand (In-Law) Gieselfried (In-Law)
Rasantark,Lestilaut,service_retainer,directed,2,0.986171675,0.98826575,1.0834203208914133,"Infobox field occupation: Royal Academy Student Apprentice Knight Lestilaut's Retainer | Rasantark is an Dunkelfelger apprentice archknight, currently serving his cousin Lestilaut as a guard knight and attending the Royal Academy."
Nicola,Rozemyne,service_retainer,directed,2,0.98616087,0.9869039,1.0834084503856343,Nicola (ニコラ Nikora) is a gray shrine maiden who served as one of Rozemyne's attendants at the Ehrenfest temple. | Infobox field occupation: Rozemyne's attendant
Curtiss,Immanuel,service_retainer,directed,2,0.986157575,0.98818165,1.0834048304581432,Curtiss is a sovereign blue priest who served Relichion prior to becoming Immanuel's attendant after the latter became the Sovereign High Bishop. | Curtiss becomes Immanuel's attendant and works in the Sovereign High Bishop's office after Immanuel's succeeds as the new Sovereign High Bishop.
Oderkunst,Adolphine,service_retainer,directed,2,0.98604052,0.98822844,1.0832762323966931,"Infobox field occupation: Scholar Adolphine's Retainer | When Prince Sigiswald married Lady Adolphine, he was assigned to be her retainer, which also reunited him with his younger sister Lisbeth, who serves as Adolphine's attendant and thus accompanied her to the Sovereignty, upon her engagement."
Viscount Dahldolf,Myne,service_retainer,directed,2,0.986009005,0.98603815,1.0832416096304156,"Some time later, Shikikoza participated in a trombe extermination as a knight, where he was assigned to guard Myne. | He also pays a “hefty fee,” which covers half the cost of Myne’s replacement ceremonial robes."
Constanze,Sylvester,family,undirected,2,0.9859845,0.9883913,1.0832146881362819,"Infobox field family/Sister: Georgine Constanze | Constanze's face was in large parts inherited from her father's side, making her resemble Sylvester far more than her mother or sister."
Adelbert,Elvira,family,undirected,2,0.98595255,0.9895865,1.083179587473659,"Infobox field family/Relatives: Karstedt (Nephew) Elvira (Niece, In-Law) Trudeliede (Niece, In-Law) Rozemary (Niece, In-Law, Deceased) Veronica (Cousin) Fourth Aub Ehrenfest (Grandfather) | Infobox field family/Uncle: Adelbert (In-Law, Deceased) Bezewanst (Cousin)"
Cassandra,Charlotte,service_retainer,directed,2,0.9858359,0.9884278,1.0830514343501858,Infobox field occupation: Royal Academy Student Charlotte's Retainer | Cassandra chooses to give her name to Lady Charlotte and thus becomes her apprentice attendant.
Gabriele,Gieselfried,family,undirected,2,0.9856813499999999,0.9859547,1.082881643820972,"Infobox field family/Aunt: Gabriele (Deceased) | Infobox field family/Relatives: Gieselfried (Nephew) Brother of Gieselfried (Nephew) Georgine(Niece, In-Law) Adelbert (Nephew, In-Law, Deceased) Bonifatius (Nephew, In-Law) Irmhilde (Niece, In-Law, Deceased) Unnamed Woman (Adelbert's half-sister) (Niece, In-Law, Deceased)"
Flutrane,Goddess of Light,family,undirected,2,0.9855589,0.9894656,1.0827471187462248,Infobox field family/Daughter: Flutrane Schutzaria Geduldh | Infobox field family/Mother: Goddess of Light
Elvira,Rozemary,romantic,undirected,2,0.98541497,0.98559254,1.0825889954795167,"Due to his deep love for Rozemary, Karstedt took her side in this family struggle, forcing his first wife Elvira to take Trudeliede's side to keep the balance. | Elvira’s husband Karstedt also married a second wife, Trudeliede, and a third wife, Rozemary."
Aurelia,Cornelius,family,undirected,2,0.98535835,0.9872362,1.0825267920517323,"Infobox field family/Sister: Rozemyne Heidemarie (In-law, Deceased) Aurelia (In-Law) | Infobox field family/Brother: Eckhart (In-Law) Cornelius (In-Law) Nikolaus (In-Law)"
Benno,Hasse's Mayor,enemy_rival,undirected,2,0.985242825,0.98603225,1.082399874867084,"Unaware of Bezewanst's demise, Hasse's mayor is very uncooperative and exceptionally rude to Benno, believing that his connection to the High Priest will shield him from any consequence for his actions. | Rozemyne, after meeting with Benno decides to spread rumors through the merchants to spread unease and to turn the town against him."
Cornelius,Heidemarie,family,undirected,2,0.985051715,0.9880306,1.0821899190725965,"Infobox field family/Sister: Rozemyne Heidemarie (In-law, Deceased) Aurelia (In-Law) | Infobox field family/Brother: Lamprecht (In-Law) Cornelius (In-Law)"
Lamprecht,Rozemyne,family,undirected,2,0.984939515,0.9871338,1.082066654773808,"Infobox field family/Sister: Rozemyne Heidemarie (In-law, Deceased) | Lamprecht is the second son of Karstedt and Elvira, and a brother of Eckhart, Cornelius, and Rozemyne."
Kamil,Renate,family,undirected,2,0.98486775,0.9872892,1.081987812862912,"Renate (レナーテ, Renaate) is the daughter of Otto and Corinna, who was born the same year as Kamil. | Ever the doting father, Otto immediately latches on to this and starts pressuring Kamil to join his store."
Gabriele,Matthias,family,undirected,2,0.984771025,0.98846555,1.0818815495892904,"Infobox field family/Grandmother: Archattendant of Gabriele (Deceased) | Matthias grandmother was one of the archnoble attendants that Lady Gabriele brought with her from Ahrensbach, when moving to Ehrenfest."
Aurelia,Rozemyne,family,undirected,2,0.984721085,0.98828447,1.0818266848915943,"Infobox field family/Sister: Charlotte (Adoptive) Henriette (Adoptive) Heidemarie (Baptismal, In-Law, Deceased) Tuuli (Biological) Aurelia (In-Law) | Infobox field family/Sister: Martina Rozemyne (In-Law) 2 half-sisters from father's second wife (Deceased)"
Cordula,Sieglinde,service_retainer,directed,2,0.98468885,0.9881655,1.081791271124469,"Infobox field occupation: Hannelore's Head Attendant Sieglinde's Retainer (Former) | Before being assigned to Lady Hannelore, Cordula was one of Lady Sieglinde's attendants."
Rozemyne,Thore,family,undirected,2,0.98465365,0.9850146,1.081752599971908,"To escape the fate of being split up with his sister, the two agree to go with Rozemyne. | In the year in which Rozemyne took up the mantle of High Bishop the mayor signed a contract with a noble to sell Thore's sister Nora and her friend Marthe with Lord Kantna as the middleman."
Ferdinand,Gervasio,family,undirected,2,0.984605215,0.98977053,1.0816993886857063,Infobox field family/Relatives: Ferdinand (Nephew) Leonzio (Cousin) | Infobox field family/Uncle: Bezewanst (In-Law) (Deceased) Bonifatius Gervasio
Lutz,Tuuli,romantic,undirected,2,0.984535825,0.98462415,1.0816231559789957,Infobox field family/Spouse: Lutz (Engaged) | Infobox field family/Spouse: Tuuli (Engaged)
Shikikoza,Viscount Dahldolf,romantic,undirected,2,0.9845008,0.9852019,1.0815846770835849,"He later married an ambitious noblewoman named Gloria as his second wife, and had a second son named Shikikoza. | Shikza was born to Gloria when she was the second wife of Viscount Dahldolf."
Ferdinand,Hasse's Mayor,enemy_rival,undirected,2,0.984486835,0.9855493,1.0815693349629738,"This leaves the mayor with no goods to sell, and once Rozemyne and Ferdinand are gone, he attacks the monastery to get the orphans back, inadvertently committing treason. | To make sure that the seed of rebellion was entirely quashed, Ferdinand uses a shield of Schutzaria and orders all the citizens of Hasse and the surrounding villages to attempt to pass through it, calling it the ""Door of Judgement""."
Fran,Margaret,enemy_rival,undirected,2,0.984469,0.9853387,1.0815497412128054,"She seemed to have a preference for young and slim boys, with Fran being her most frequent victim. | Although Fran didn't realize it, this experience earned him the intense hatred of Arno, a fellow gray priest who served Sister Margaret alongside him."
Bonifatius,Irmhilde,family,undirected,2,0.98446272,0.98888844,1.0815428419276325,"Infobox field family/Sister: Irmhilde (Half-Sister, Deceased) Veronica (In-Law) Unnamed Younger Sister (Deceased) | Apart from his brother, Bonifatius had two sisters, Irmhilde and an unnamed girl."
Magdalena,Werdekraf's Elder Brother,family,undirected,2,0.9844134499999999,0.9858758,1.0814887133001698,Infobox field family/Sister: Magdalena | Werdekraf's Elder Brother is a member of Dunkelfelger's archducal family and the elder brother of Werdekraf and Magdalena.
Ewigeliebe,Goddess of Light,romantic,undirected,2,0.9843949949999999,0.98440474,1.0814684384103823,"However, the God of Life Ewigeliebe fell in love with Geduldh. | When the God of Darkness married the Goddess of Light, they had four children."
Aurelia,Karstedt,family,undirected,2,0.9843745749999999,0.9848889,1.081446004747448,"Infobox field family/Father: Gieselfried's Younger Brother (Deceased) Karstedt (In-Law) | Infobox field family/Daughter: Heidemarie (In-Law, Deceased) Rozemyne Aurelia (In-Law)"
Raufereg,Rasantark,service_retainer,directed,2,0.98436673,0.98544216,1.0814373861340432,If Rasantark wins: Raufereg would be demoted to an archnoble and his retainers would be dismissed. | If Raufereg wins: Rasantark and Kenntrips would lose their retainerships to Lestilaut and their suitor statuses.
Goddess of Light,Schutzaria,family,undirected,2,0.984309405,0.98929346,1.0813744081845953,Infobox field family/Daughter: Flutrane Schutzaria Geduldh | Infobox field family/Mother: Goddess of Light
Rick,Rozemyne,family,undirected,2,0.98427463,0.98562336,1.081336203942257,"To escape the fate of being split up with his sister Marthe, the two agree to go with Rozemyne. | In the year in which Rozemyne took up the mantle of High Bishop, the mayor signed a contract with a noble to sell Rick's sister Marthe and her friend Nora, with Lord Kantna as the middleman."
Elvira,Florencia,romantic,undirected,2,0.9841896,0.9845014,1.0812427889393514,"When Sylvester married his first wife, Florencia, she was also targeted by Veronica and eventually joined Elvira’s faction. | *Privately, Florencia thinks that Elvira is more reliable than her husband Sylvester."
Zahm,Shikikoza,service_retainer,directed,2,0.98407585,0.9871645,1.0811178217915154,"Prior to that, he served under Shikikoza, but returned to the orphanage for a short time after his master returned to noble society, before being taken into Ferdinand's service. | Zahm is a very calm and patient person, likely due to having to put up with serving Shikikoza."
Fran,Myne,service_retainer,directed,2,0.98399802,0.9839987,1.0810323167970886,Infobox field occupation: Rozemyne's Head Attendant Ferdinand's Attendant (Former) Myne's Head Attendant (Former) | He previously served under Ferdinand and Myne.
Eckhart,Wilfried,service_retainer,directed,2,0.9839856499999999,0.9857869,1.0810187269630775,"However, he refused to serve another master and flatly turned down his father's request that he become a retainer to Wilfried. | It was around this time that Veronica looked for a new guard knight for her grandson Wilfried."
Georgine,Seltier,romantic,undirected,2,0.983949835,0.9861459,1.080979380163959,"When Georgine married into Ahrensbach, Seltier moved with her. | When Georgine visits Ehrenfest under the excuse of forming bonds in preparation for Detlinde's marriage to Ferdinand, Seltier accompanies her lady."
